gene_id	GO_ids
ostta09g02540	GO:0004497; GO:0005506; GO:0009507; GO:0016705; GO:0020037
ostta12g01380	GO:0044689; GO:0046872; GO:0051539; GO:0141093
ostta12g01430	
ostta12g01510	
ostta09g02610	GO:0004013; GO:0005829; GO:0006730; GO:0033353
ostta09g02670	GO:0000139; GO:0005096; GO:0005789; GO:0006886; GO:0030127; GO:0046872; GO:0070971; GO:0090110
ostta09g02930	GO:0000460; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0006401; GO:0016787
ostta12g01780	
ostta12g01830	GO:0005737; GO:0016791
ostta09g03230	GO:0006465; GO:0033619; GO:0042500; GO:0098553; GO:0098554
ostta09g03555	GO:0000400; GO:0000724; GO:0003690; GO:0003697; GO:0005524; GO:0005657; GO:0033063; GO:0140664
ostta09g03650	GO:0004843; GO:0016579
ostta12g02130	
ostta12g02190	GO:0016020
ostta12g02270	
ostta12g02330	GO:0005742; GO:0045040
ostta09g03710	GO:0003779; GO:0005769; GO:0005829; GO:0006887; GO:0032456; GO:0034314; GO:0042147; GO:0043014; GO:0043015; GO:0055037; GO:0071203
ostta09g03780	GO:0004722; GO:0046872
ostta12g02510	GO:0000785; GO:0008270; GO:0016925; GO:0061665
ostta12g02560	GO:0004190; GO:0006508; GO:0016020
ostta09g03850	GO:0005829
ostta09g04050	GO:0004707; GO:0005524
ostta12g02730	GO:0030638
ostta12g02790	GO:0000077; GO:0005634; GO:0042393; GO:0045944
ostta12g02850	
ostta12g02910	GO:0000271; GO:0016020; GO:0016747
ostta09g04100	GO:0000139; GO:0005484; GO:0005802; GO:0006886; GO:0048193
ostta12g03080	
ostta12g03140	
ostta09g04150	GO:0016787
ostta13g00070	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta09g04280	GO:0003677; GO:0003887; GO:0005634; GO:0006303; GO:0046872
ostta13g00240	GO:0016020
ostta13g00370	
ostta13g00460	
ostta13g00520	
ostta09g04390	GO:0005524; GO:0016787
ostta13g00640	GO:0003924; GO:0005525; GO:0005737; GO:0016020; GO:0032153; GO:0048285; GO:0051301
ostta02g00035	
ostta02g00085	
ostta02g00160	GO:0004312; GO:0006633; GO:0031177
ostta02g00230	
ostta02g00290	GO:0008168; GO:0032259
ostta02g00440	
ostta09g04450	GO:0009744; GO:0016020; GO:0038023; GO:0046872
ostta02g00730	GO:0009570; GO:0010436; GO:0016121; GO:0046872
ostta02g00780	
ostta02g00910	
ostta02g00980	GO:0003723
ostta02g01060	GO:0005783; GO:0006869; GO:0008289; GO:0016020
ostta10g00030	GO:0016020; GO:0016787
ostta02g01200	
ostta02g01247	GO:0003677; GO:0006313; GO:0015074
ostta10g00090	GO:0005730; GO:0030490; GO:0030692; GO:0032040
ostta10g00150	GO:0003676; GO:0003724; GO:0005524; GO:0016787
ostta10g00320	GO:0003723; GO:0003724; GO:0005524; GO:0016887
ostta10g00550	GO:0006508; GO:0008239; GO:0070008
ostta10g00650	GO:0003684; GO:0003887; GO:0005634; GO:0017125; GO:0042276; GO:0070987
ostta02g01870	GO:0003682
ostta10g00810	GO:0000387; GO:0003723; GO:0032797
ostta10g00920	GO:0006790; GO:0008482; GO:0020037; GO:0030151; GO:0042128; GO:0043546
ostta02g02067	GO:0004519
ostta10g01140	GO:0000398; GO:0003729; GO:0071013
ostta02g02180	GO:0009507; GO:0033354; GO:0090415
ostta02g02300	GO:0004517; GO:0005516; GO:0006809; GO:0046872
ostta10g01280	GO:0005524; GO:0005737; GO:0016301; GO:0016887; GO:0051082; GO:0140662
ostta02g02477	GO:0003676
ostta02g02540	
ostta02g02610	GO:0003676; GO:0015074
ostta10g01340	GO:0004843; GO:0005634; GO:0005829; GO:0006508; GO:0016579
ostta10g01470	GO:0004332; GO:0005829; GO:0006094; GO:0006096; GO:0008270
ostta02g02810	
ostta10g01600	GO:0031416
ostta02g02970	
ostta10g01860	GO:0003723; GO:0005227; GO:0005886
ostta02g03130	GO:0016787
ostta10g02435	GO:0004660; GO:0004662; GO:0005953; GO:0005965
ostta10g02710	GO:0000290; GO:0000932; GO:0003723; GO:0033962
ostta02g03355	GO:0015979; GO:0016491
ostta02g03410	GO:0005524; GO:0009507; GO:0016887
ostta02g03465	GO:0016020; GO:0016747
ostta02g03530	
ostta02g03590	
ostta10g02950	GO:0006508; GO:0016579; GO:0101005
ostta02g03720	GO:0004672; GO:0005524
ostta10g03310	GO:0000139; GO:0005484; GO:0005797; GO:0005801; GO:0006888; GO:0006906; GO:0015031; GO:0031201; GO:0048219
ostta10g03360	GO:0003676; GO:0005634
ostta10g03470	GO:0005783; GO:0006506; GO:0016020; GO:0016740
ostta02g03950	GO:0005737
ostta11g00130	GO:0000049; GO:0005643; GO:0005737; GO:0016363; GO:0031267; GO:0071528
ostta02g04060	GO:0005886
ostta02g04110	
ostta02g04170	GO:0005829; GO:0008861
ostta02g04220	
ostta11g00220	GO:0000244; GO:0000393; GO:0000974; GO:0005682; GO:0008237; GO:0017070; GO:0030619; GO:0030620; GO:0030623; GO:0045292; GO:0071013; GO:0097157
ostta02g04420	
ostta11g00520	GO:0009977; GO:0033281; GO:0043953; GO:0065002
ostta02g04520	GO:0016020
ostta08g00040	GO:0016020
ostta08g00090	GO:0006799; GO:0012505; GO:0016020
ostta11g00720	GO:0000139; GO:0005789; GO:0046964
ostta08g00210	GO:0003743
ostta08g00280	
ostta08g00340	GO:0016020
ostta08g00390	GO:0003676; GO:0003964; GO:0015074
ostta08g00460	GO:0004707; GO:0005524; GO:0106310
ostta08g00540	GO:0003723
ostta08g00600	GO:0016020
ostta08g00680	
ostta08g00750	GO:0016020
ostta08g00810	
ostta11g00780	GO:0003723; GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta08g00910	GO:0016020
ostta08g00970	
ostta08g01060	
ostta11g01070	GO:0005743; GO:0030150; GO:0051087
ostta08g01155	
ostta08g01260	
ostta11g01275	GO:0046872
ostta08g01500	
ostta11g01530	GO:0005741; GO:0008308
ostta11g01660	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta11g01720	GO:0000150; GO:0000730; GO:0000794; GO:0003690; GO:0003697; GO:0005524; GO:0006312; GO:0007131; GO:0042148; GO:0070192; GO:0140664
ostta11g02070	GO:0000139; GO:0005789; GO:0046964
ostta08g01860	GO:0005524; GO:0005840; GO:0006298; GO:0016887; GO:0030983; GO:0032300; GO:0140664
ostta08g01970	GO:0000963; GO:0003723; GO:0005759; GO:0035770; GO:0044528
ostta11g02140	GO:0005315; GO:0009536; GO:0016020
ostta08g02110	GO:0005637
ostta11g02400	GO:0002181; GO:0003735; GO:0022625
ostta08g02250	GO:0009507; GO:0016020
ostta08g02320	
ostta08g02400	
ostta11g02640	GO:0003723; GO:0003724; GO:0005524; GO:0016887
ostta11g03040	GO:0005680; GO:0008270; GO:0031145; GO:0051301; GO:0061630; GO:0097602
ostta08g02620	
ostta11g03200	GO:0003723; GO:0004842; GO:0008270; GO:0016567; GO:0030014
ostta08g02810	
ostta08g02860	
ostta08g02950	GO:0003729; GO:0005829; GO:1990904
ostta08g03010	
ostta08g03120	
ostta12g00040	GO:0000398; GO:0003729; GO:0005681; GO:0008270; GO:0045131; GO:0048024
ostta12g00350	GO:0003676; GO:0003724; GO:0005524; GO:0016787
ostta08g03290	
ostta08g03370	
ostta08g03410	GO:0004656; GO:0005506; GO:0005789; GO:0031418
ostta08g03470	
ostta08g03540	
ostta08g03620	
ostta12g00410	GO:0005829; GO:0006457; GO:0051082; GO:0051087
ostta12g00480	GO:0000166; GO:0005509; GO:0009166; GO:0016787
ostta08g03780	GO:0005615
ostta08g03870	GO:0008168; GO:0032259
ostta08g03920	GO:0016020
ostta12g00590	GO:0003676; GO:0003724; GO:0005524; GO:0005634; GO:0005829; GO:0016787
ostta08g04070	GO:0009570; GO:0010436; GO:0016121; GO:0046872
ostta08g04120	
ostta08g04180	GO:0016020
ostta08g04260	GO:0004386; GO:0005524; GO:0005694; GO:0016787
ostta03g00030	
ostta03g00100	
ostta12g00850	GO:0003676; GO:0004386; GO:0005198; GO:0005524; GO:0007029; GO:0015031; GO:0016787; GO:0030127; GO:0070971; GO:0090110
ostta12g00900	GO:0004789; GO:0005524; GO:0005829; GO:0008902; GO:0008972; GO:0009228; GO:0009229; GO:0046872
ostta12g00940	GO:0005829; GO:0006772
ostta03g00380	GO:0005351; GO:0016020
ostta03g00470	
ostta03g00520	GO:0005789; GO:0006656; GO:0008757; GO:0032259
ostta03g00020	GO:0016020
ostta03g00570	GO:0006511; GO:0031593; GO:0034098; GO:0036503
ostta03g00080	
ostta12g01050	GO:0005768; GO:0043328
ostta03g00160	GO:0016491
ostta12g01160	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta12g01230	GO:0009263; GO:0016491
ostta03g00310	
ostta03g00370	GO:0005789; GO:0030968
ostta03g00440	
ostta03g00900	GO:0000049; GO:0002098; GO:0005634; GO:0005829; GO:0033588
ostta03g00510	GO:0005886; GO:0022857
ostta03g00990	
ostta03g00560	GO:0016020
ostta12g01320	GO:0005200; GO:0005525; GO:0005874; GO:0007017; GO:0016787
ostta03g00630	
ostta03g01120	
ostta12g01560	GO:0005739; GO:0015187; GO:0016020; GO:1904983
ostta12g01670	GO:0004844; GO:0005634; GO:0005739; GO:0097510
ostta03g00760	
ostta03g01240	GO:0016020
ostta03g00810	
ostta03g01290	
ostta03g01390	GO:0016020
ostta12g01720	GO:0005737; GO:0005856; GO:0042995
ostta12g01880	GO:0000103; GO:0008441; GO:0046854; GO:0046872
ostta03g01060	
ostta03g01530	
ostta03g01110	GO:0005096; GO:0031267
ostta03g01620	GO:0005886; GO:0016757
ostta03g01170	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta12g01950	GO:0005739; GO:0016971; GO:0050660
ostta03g01220	GO:0005615
ostta12g02070	GO:0000398; GO:0005681; GO:0005682; GO:0046540
ostta03g01790	
ostta03g01350	
ostta12g02400	GO:0004805; GO:0005829; GO:0005992; GO:0016757
ostta03g01430	
ostta03g01525	GO:0003824; GO:0046872; GO:0051536
ostta13g00810	GO:0003676; GO:0004386; GO:0005524; GO:0016787
ostta12g02450	GO:0003729; GO:0003735; GO:0006412; GO:0017148; GO:0022625
ostta12g02610	GO:0003855; GO:0004764; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0050661
ostta12g02680	GO:0000028; GO:0003723; GO:0003735; GO:0006412; GO:0022627
ostta03g01660	
ostta12g02980	GO:0005788; GO:0030968; GO:0030970
ostta12g03200	GO:0000938; GO:0005829; GO:0006896; GO:0015031; GO:0019905; GO:0032456; GO:0042147
ostta13g00130	GO:0000027; GO:0005730
ostta13g00660	GO:0016020
ostta13g00580	GO:0003975; GO:0005789; GO:0006488; GO:0016757
ostta02g00650	GO:0042393; GO:0048188
ostta02g01140	GO:0004814; GO:0005524; GO:0005737; GO:0006420; GO:0009791; GO:0048608
ostta02g01350	GO:0005737; GO:0005956; GO:0019887
ostta13g01270	
ostta13g00840	
ostta13g00910	
ostta13g01330	
ostta13g00990	GO:0015297; GO:0016020; GO:1902600
ostta13g01390	GO:0005524; GO:0005694; GO:0016787; GO:0043139
ostta13g01080	GO:0016020
ostta02g01420	GO:0004322; GO:0005739; GO:0006826; GO:0006879; GO:0008198; GO:0008199; GO:0016226; GO:0034986; GO:0051537
ostta13g01125	GO:0004842; GO:0016567
ostta02g01550	GO:0003690; GO:0005634; GO:0006260; GO:0006974
ostta02g01640	GO:0005634
ostta02g01770	GO:0001193; GO:0003676; GO:0003899; GO:0005665; GO:0005730; GO:0006283; GO:0006367; GO:0008270
ostta13g01250	GO:0016020
ostta02g01920	GO:0005789; GO:0006621; GO:0015031; GO:0016192; GO:0046923
ostta02g02110	GO:0000774; GO:0005783
ostta13g01320	GO:0006493; GO:0016020; GO:0097363
ostta03g00110	GO:0005634; GO:0016491; GO:0046872
ostta02g02400	GO:0033179; GO:0046961
ostta13g01700	GO:0004637; GO:0004641; GO:0005524; GO:0005829; GO:0006189; GO:0046084
ostta13g01375	GO:0016020
ostta02g02710	GO:0016020; GO:0016765
ostta13g01440	GO:0005525; GO:0005737; GO:0016787
ostta13g01750	GO:0016020
ostta02g02760	GO:0000166; GO:0000956; GO:0003723; GO:0004518; GO:0005634; GO:0005829; GO:0034353; GO:0046872; GO:0110155
ostta02g02890	GO:0016020
ostta02g03020	GO:0000139; GO:0003677; GO:0005789; GO:0005793; GO:0006888; GO:0015031; GO:0030134
ostta03g00390	GO:0016020
ostta02g03200	GO:0000009; GO:0004376; GO:0005789; GO:0006506; GO:0031501
ostta13g01860	
ostta02g03250	GO:0004843; GO:0005634; GO:0005829; GO:0006508; GO:0016579; GO:0031647
ostta13g01610	GO:0016020
ostta03g00530	GO:0016020
ostta02g03660	GO:0004671; GO:0005789; GO:0032259
ostta02g03790	GO:0005730
ostta13g01740	
ostta03g00650	GO:0004497; GO:0071949
ostta02g03840	GO:0000428; GO:0003677; GO:0003899; GO:0005634; GO:0006351; GO:0046872
ostta03g00720	GO:0016020
ostta13g02050	GO:0005982; GO:0009570; GO:0043036; GO:2000904; GO:2001070
ostta02g03900	GO:0003723; GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta02g04010	GO:0000462; GO:0005730; GO:0032040
ostta13g02120	GO:0004842; GO:0005634; GO:0016567
ostta02g04290	GO:0003743; GO:0008237; GO:0031369; GO:0071541
ostta13g01850	GO:0005794; GO:0006888; GO:0007030; GO:0031267
ostta03g00120	GO:0005794; GO:0016757
ostta13g01900	GO:0005783; GO:0006869; GO:0008289; GO:0016020
ostta02g04470	GO:0003876; GO:0005829; GO:0032264; GO:0046033; GO:0046872
ostta08g00160	GO:0004674; GO:0005524
ostta08g00860	GO:0008734; GO:0009435; GO:0009507
ostta13g01960	
ostta08g01110	GO:0006269; GO:0006270; GO:0046872; GO:0051539
ostta03g00280	
ostta08g01420	GO:0001510; GO:0003723; GO:0008173
ostta08g01550	GO:0006886; GO:0012505; GO:0016192; GO:0030131
ostta08g01620	
ostta03g00340	
ostta13g02400	GO:0016020
ostta03g01080	GO:0015977; GO:0015979; GO:0044183; GO:0110102
ostta13g02110	
ostta03g00410	GO:0016020
ostta03g00010	GO:0016020
ostta03g01130	GO:0005524; GO:0016787; GO:0043531; GO:0045259; GO:0046933
ostta08g01670	GO:0005634; GO:0035861
ostta13g02450	GO:0004722; GO:0046872
ostta08g01800	GO:0000150; GO:0000730; GO:0000794; GO:0003690; GO:0003697; GO:0005524; GO:0006312; GO:0007131; GO:0042148; GO:0070192; GO:0140664; GO:1990426
ostta08g02040	GO:0003676; GO:0004386; GO:0005524; GO:0016787; GO:0032991
ostta03g00540	GO:0005524; GO:0009941; GO:0016020; GO:0016887; GO:0042626
ostta08g02180	GO:0005525; GO:0005730; GO:0016787
ostta08g02480	GO:0005737
ostta03g00600	
ostta08g02560	GO:0005768; GO:0035091
ostta03g01250	
ostta03g00150	
ostta13g02570	
ostta03g00670	
ostta08g02680	GO:0000398; GO:0000956; GO:0003723; GO:0005688; GO:0005689; GO:0071004; GO:0071013; GO:0097526; GO:1990726
ostta03g00240	GO:0004175; GO:0005102; GO:0005509; GO:0005615; GO:0016020
ostta08g03170	GO:0000447; GO:0005730; GO:0030686
ostta08g03240	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta08g03680	GO:0003677; GO:0006261; GO:0008622; GO:0042276
ostta13g02290	
ostta03g00360	GO:0003676
ostta08g03730	GO:0003677; GO:0005634; GO:2000001
ostta13g02620	
ostta08g03980	GO:0005743; GO:0022904
ostta03g00430	GO:0005509
ostta13g02390	
ostta03g01540	
ostta03g00500	GO:0005789; GO:0006486; GO:0019408; GO:0045547; GO:1904423
ostta13g02670	GO:0005730; GO:0042254
ostta03g00940	
ostta03g01630	
ostta03g00550	
ostta03g00180	GO:0005739; GO:0006099; GO:0006108; GO:0016787; GO:0030060
ostta13g02740	
ostta03g01700	GO:0008168; GO:0032259
ostta03g00260	GO:0005739; GO:0019216
ostta03g00320	GO:0000724; GO:0003677; GO:0005524; GO:0005634; GO:0016787; GO:0031297; GO:0043138
ostta03g00640	GO:0004252; GO:0006508
ostta03g00700	GO:0004656; GO:0005506; GO:0005789; GO:0031418
ostta03g00770	GO:0003729; GO:0003743; GO:0016281
ostta03g00750	GO:0016279; GO:0032259
ostta03g01200	GO:0006596; GO:0008168; GO:0032259
ostta13g00680	
ostta03g01070	GO:0003677; GO:0003899; GO:0005666; GO:0005736; GO:0006362; GO:0006383; GO:0046983
ostta13g02560	GO:0003723; GO:0005227; GO:0005886
ostta03g00690	GO:0005730; GO:0030515; GO:0031428; GO:0032040; GO:0042254
ostta13g02660	GO:0016020
ostta03g01180	GO:0004674; GO:0005524
ostta03g01310	
ostta03g00980	GO:0005315; GO:0016020
ostta13g00750	
ostta03g00800	
ostta13g00820	GO:0004674; GO:0005524; GO:0005737; GO:0035556
ostta03g01470	GO:0005524; GO:0005832; GO:0016887; GO:0051082; GO:0140662
ostta13g02920	GO:0005783; GO:0016020; GO:0055088
ostta03g00850	GO:0003735; GO:0005840; GO:0006412; GO:0008097; GO:1990904
ostta03g01680	GO:0000724; GO:0003677; GO:0005524; GO:0005634; GO:0005694; GO:0005737; GO:0006260; GO:0009378; GO:0016787; GO:0043138
ostta03g01280	GO:0016020
ostta13g00670	GO:0000398; GO:0003723; GO:0005840; GO:0031120; GO:0031429; GO:0042254
ostta03g01600	GO:0000463; GO:0003723; GO:0003735; GO:0022625
ostta13g00850	GO:0000175; GO:0000932; GO:0003723; GO:0006402
ostta03g01550	
ostta13g00920	GO:0005768; GO:0015031; GO:0032456
ostta13g00930	GO:0006629; GO:0008081
ostta13g01050	
ostta03g01720	GO:0046872; GO:0051213
ostta13g01010	GO:0000149; GO:0005545; GO:0005546; GO:0005905; GO:0006900; GO:0030136; GO:0032050; GO:0048268; GO:0072583
ostta03g01780	GO:0003677; GO:0003918; GO:0005524; GO:0006265; GO:0046872
ostta13g01090	GO:0004674; GO:0005524; GO:0005634; GO:0007059; GO:0035556
ostta13g01130	GO:0004691; GO:0004692; GO:0005524; GO:0005952; GO:0030553
ostta13g00730	GO:0016020
ostta16g00010	
ostta16g00080	
ostta16g00180	GO:0005634; GO:0005829; GO:0010181; GO:0016651; GO:0050660
ostta13g01200	GO:0004373; GO:0019252; GO:2001070
ostta03g01270	GO:0009507
ostta13g01150	GO:0004672; GO:0005524
ostta16g00320	GO:0003755; GO:0009507
ostta13g00690	
ostta13g00800	GO:0000387; GO:0003723; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0034719; GO:0043186; GO:0071004; GO:0071011; GO:0071013; GO:0097526
ostta13g01460	GO:0005524; GO:0016301; GO:0046872
ostta13g01520	GO:0003682; GO:0003713; GO:0005634; GO:0006338; GO:0006357; GO:0008270
ostta13g01220	
ostta13g00770	
ostta13g01190	GO:0010945; GO:0015938
ostta13g01570	GO:0004326; GO:0005524; GO:0005737; GO:0008841; GO:0046872
ostta03g00040	GO:0005524; GO:0005774; GO:0016887; GO:0140359
ostta03g01420	
ostta16g00090	
ostta16g00600	GO:0004674; GO:0005524; GO:0005737; GO:0005856
ostta13g00825	
ostta13g01630	GO:0000149; GO:0005484; GO:0005789; GO:0005794; GO:0006906; GO:0012507; GO:0015031; GO:0031201; GO:0031902
ostta03g01520	GO:0005737; GO:0016020
ostta16g00200	GO:0000145; GO:0005546; GO:0005886; GO:0006887; GO:0006893
ostta16g00730	GO:0016747
ostta13g01335	GO:0004843; GO:0016579
ostta03g00190	GO:0009941; GO:0016020
ostta03g00270	GO:0000245; GO:0003729; GO:0005681
ostta03g01570	GO:0015031
ostta03g00330	GO:0005634; GO:0033260
ostta13g01510	GO:0005840; GO:0016301; GO:0043022; GO:0045182; GO:1990904
ostta16g00950	
ostta13g01400	GO:0005886
ostta13g00950	GO:0006486; GO:0032580; GO:0036065; GO:0046920
ostta16g01000	
ostta13g01810	GO:0000049; GO:0005634; GO:0016428; GO:0030488
ostta13g01560	GO:0009507
ostta13g01470	GO:0010181; GO:0016491; GO:0020037; GO:0046872
ostta03g01640	GO:0000049; GO:0005524; GO:0005737; GO:0006412; GO:0006417; GO:0016887; GO:0019843
ostta16g01130	GO:0016020
ostta03g00480	GO:0000209; GO:0003755; GO:0006457; GO:0061630; GO:0071013
ostta13g01060	GO:0009523; GO:0015979
ostta13g01690	GO:0003979; GO:0005634; GO:0006024; GO:0006065; GO:0051287
ostta13g01530	
ostta03g01740	
ostta16g01255	GO:0009536
ostta03g00590	GO:0016020; GO:0022857
ostta16g01295	
ostta13g01110	
ostta13g01970	GO:0005737; GO:0005856; GO:0005929
ostta13g01800	GO:0005337; GO:0005886
ostta03g00060	GO:0000470; GO:0003723; GO:0005730; GO:0009383; GO:0070475
ostta03g00780	GO:0000175; GO:0000958; GO:0000965; GO:0003723; GO:0004654; GO:0005739; GO:0005829; GO:0006364; GO:0008033; GO:0009570
ostta13g01160	GO:0002115; GO:0005246; GO:0005509; GO:0005783; GO:0005886; GO:0006874
ostta16g01400	
ostta03g00830	GO:0008483; GO:0009862; GO:0030170
ostta16g00780	GO:0003676; GO:0005634
ostta13g00650	GO:0005829; GO:0005952
ostta13g01710	
ostta16g01450	GO:0000287; GO:0002189; GO:0005737; GO:0006015; GO:0006164
ostta03g00220	GO:0006520; GO:0008615; GO:0016843; GO:0042823; GO:0046982
ostta16g00840	
ostta16g01520	
ostta13g01760	
ostta13g01290	
ostta13g02250	GO:0015215; GO:0016020
ostta13g00710	GO:0005737; GO:0006457; GO:0008270; GO:0051082
ostta16g01020	GO:0016020
ostta03g00920	GO:0004372; GO:0005739; GO:0019264; GO:0030170; GO:0035999
ostta13g01815	GO:0016020
ostta13g01340	
ostta13g00780	GO:0006869; GO:0008289; GO:0016020; GO:0035556
ostta16g01680	
ostta16g01080	
ostta13g02340	GO:0005085; GO:0005829; GO:0006897; GO:0032456; GO:1901981
ostta13g01870	GO:0004747; GO:0005524; GO:0005634; GO:0005737; GO:0009045; GO:0019303; GO:0046872
ostta13g01420	GO:0009941; GO:0016020
ostta16g01140	
ostta13g02030	GO:0003977; GO:0006048
ostta13g01930	
ostta16g01220	
ostta13g00900	GO:0004812; GO:0005524; GO:0043039
ostta03g01020	GO:0003723; GO:0003735; GO:0006412; GO:0015935
ostta03g00490	GO:0000387; GO:0003723; GO:0005681; GO:0005829
ostta08g03110	GO:0007034
ostta13g02160	
ostta13g01980	GO:0006486; GO:0016020; GO:0016757
ostta03g00070	GO:0005634; GO:0005737; GO:0007021; GO:0007023; GO:0031122; GO:0035371; GO:0043014; GO:0051010
ostta16g01300	GO:0005783; GO:0006869; GO:0008289; GO:0016020
ostta13g01540	GO:0004792
ostta03g01190	GO:0003723
ostta16g01880	
ostta13g02500	GO:0004177; GO:0006508; GO:0008237; GO:0008270
ostta16g01350	GO:0003676
ostta16g01930	GO:0005085; GO:0005737
ostta13g02130	
ostta13g02230	GO:0005524; GO:0005737; GO:0016887; GO:0051082; GO:0140662
ostta03g01300	GO:0005509; GO:0006396; GO:0015969
ostta03g00730	GO:0005829; GO:0016791
ostta03g00290	GO:0005768; GO:0035091
ostta13g02180	GO:0016787
ostta03g01400	GO:0003729; GO:0003735; GO:0005762; GO:0006412; GO:0017148
ostta13g01720	GO:0016020
ostta03g00790	GO:0005634; GO:0008420
ostta03g01500	GO:0005829; GO:0051301
ostta13g02440	GO:0005506; GO:0009507; GO:0010291; GO:0016123; GO:0016705; GO:0020037
ostta13g01770	GO:0006508; GO:0008234
ostta03g00680	
ostta13g02490	GO:0000028; GO:0005525; GO:0016787; GO:0019843; GO:0043024
ostta03g01150	GO:0000502; GO:0005524; GO:0005634; GO:0005737; GO:0016887
ostta16g02130	GO:0005216; GO:0005604; GO:0009888; GO:0016020
ostta13g01300	GO:0008270; GO:0016020
ostta16g01740	GO:0016020
ostta13g01880	GO:0004674; GO:0005524
ostta16g02190	
ostta03g01830	
ostta13g02790	GO:0005096; GO:0008270
ostta16g02240	
ostta16g01840	
ostta13g02010	
ostta03g01260	GO:0004672; GO:0005524; GO:0016020
ostta13g02610	GO:0005789; GO:0033554; GO:0051603
ostta16g01885	GO:0040029; GO:0141221
ostta13g02780	GO:0005737; GO:0006606
ostta16g02347	GO:0003676; GO:0003724; GO:0005524; GO:0005829
ostta13g02870	GO:0005524; GO:0008233; GO:0009376; GO:0016887; GO:0051603
ostta16g01940	GO:0005524; GO:0005634; GO:0006298; GO:0030983; GO:0140664
ostta10g02190	GO:0004029
ostta03g01410	GO:0004801; GO:0005975; GO:0006098
ostta13g01430	
ostta13g02580	GO:0003824; GO:0046872; GO:0051536
ostta16g02030	GO:0004489; GO:0006555; GO:0035999
ostta16g02470	
ostta13g02140	GO:0000049; GO:0002938; GO:0008173
ostta03g00970	GO:0005743; GO:0045039
ostta03g01510	GO:0005524; GO:0005795; GO:0006891; GO:0016887; GO:0035494; GO:0043001; GO:0046872
ostta13g00880	GO:0003924; GO:0005525
ostta16g02140	GO:0005737; GO:0031177; GO:0043041; GO:0044550
ostta16g02590	
ostta13g02260	GO:0003924; GO:0005525
ostta16g02195	GO:0016491
ostta13g02690	GO:0005524; GO:0009134; GO:0016020; GO:0017110
